county,office,district,party,candidate,absentee,early,election_day,votes
GARFIELD,President,,LIB,GARY JOHNSON | BILL WELD,109,150,1045,1304
GARFIELD,President,,DEM,HILLARY CLINTON | TIM KAINE,335,809,3253,4397
GARFIELD,U.S. Senate,,REP,JAMES LANKFORD,972,2528,13276,16776
GARFIELD,U.S. Senate,,LIB,ROBERT T. MURPHY,39,72,470,581
GARFIELD,U.S. Senate,,DEM,MIKE WORKMAN,259,615,2527,3401
GARFIELD,U.S. Senate,,IND,MARK T. BEARD,23,34,326,383
GARFIELD,U.S. Senate,,IND,SEAN BRADDY,33,74,442,549
GARVIN,State House,20,REP,BOBBY CLEVELAND,61,227,951,1239
GARVIN,State House,20,DEM,MATT FAILING,27,90,374,491
GARVIN,State House,42,REP,TIM DOWNING,156,567,4171,4894
GARVIN,State House,42,DEM,LIZ GEORGE,39,195,1480,1714
GARVIN,State Senate,13,REP,GREG McCORTNEY,227,836,5073,6136
GARVIN,State Senate,13,DEM,ERIC HALL,78,335,2051,2464
GARVIN,State Senate,43,REP,PAUL SCOTT,42,42,1306,1390
GARVIN,State Senate,43,DEM,LEAH POLLAN,3,9,354,366
GARVIN,U.S. House,4,REP,TOM COLE,267,953,7088,8308
GARVIN,U.S. House,4,LIB,SEVIER WHITE,10,44,268,322
GARVIN,U.S. House,4,DEM,CHRISTINA OWEN,77,241,1540,1858
GARVIN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,253,944,7056,8253
GARVIN,President,,LIB,GARY JOHNSON | BILL WELD,19,57,362,438
GARVIN,President,,DEM,HILLARY CLINTON | TIM KAINE,84,245,1526,1855
GARVIN,U.S. Senate,,REP,JAMES LANKFORD,267,947,6956,8170
GARVIN,U.S. Senate,,LIB,ROBERT T. MURPHY,8,30,188,226
GARVIN,U.S. Senate,,DEM,MIKE WORKMAN,71,224,1389,1684
GARVIN,U.S. Senate,,IND,MARK T. BEARD,2,17,174,193
GARVIN,U.S. Senate,,IND,SEAN BRADDY,9,21,197,227
GRADY,State House,47,REP,LESLIE KATHRYN OSBORN,365,216,2454,3035
GRADY,State House,47,DEM,O.A. CARGILL,67,41,537,645
GRADY,State House,51,REP,SCOTT R. BIGGS,568,810,6617,7995
GRADY,State House,51,DEM,CHARLES L. MURDOCK,148,181,1679,2008
GRADY,State House,56,REP,CHRIS VERSER,153,402,2264,2819
GRADY,State House,56,DEM,DAVID PERRYMAN,225,609,3369,4203
GRADY,State House,65,REP,SCOOTER PARK,31,50,598,679
GRADY,State House,65,DEM,RICK GILLELAND,28,11,564,603
GRADY,State Senate,23,REP,LONNIE PAXTON,1152,1702,12754,15608
GRADY,State Senate,23,DEM,LARRY WASSON,338,529,3697,4564
GRADY,State Senate,43,REP,PAUL SCOTT,67,84,1251,1402
GRADY,State Senate,43,DEM,LEAH POLLAN,26,15,363,404
GRADY,U.S. House,4,REP,TOM COLE,1242,1829,14517,17588
GRADY,U.S. House,4,LIB,SEVIER WHITE,68,92,720,880
GRADY,U.S. House,4,DEM,CHRISTINA OWEN,297,429,3015,3741
GRADY,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,1167,1820,14329,17316
GRADY,President,,LIB,GARY JOHNSON | BILL WELD,82,84,922,1088
GRADY,President,,DEM,HILLARY CLINTON | TIM KAINE,352,440,3090,3882
GRADY,U.S. Senate,,REP,JAMES LANKFORD,1260,1864,14543,17667
GRADY,U.S. Senate,,LIB,ROBERT T. MURPHY,31,50,426,507
GRADY,U.S. Senate,,DEM,MIKE WORKMAN,264,378,2576,3218
GRADY,U.S. Senate,,IND,MARK T. BEARD,24,23,367,414
GRADY,U.S. Senate,,IND,SEAN BRADDY,31,37,374,442
GRANT,State Senate,19,REP,ROLAND PEDERSON,103,110,1545,1758
GRANT,State Senate,19,DEM,RHONDA HARLOW,16,21,221,258
GRANT,State Senate,19,IND,WHITNEY HALL,8,16,154,178
GRANT,U.S. House,3,REP,FRANK D. LUCAS,98,115,1586,1799
GRANT,U.S. House,3,DEM,FRANKIE ROBBINS,27,33,331,391
GRANT,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,102,115,1610,1827
GRANT,President,,LIB,GARY JOHNSON | BILL WELD,6,5,75,86
GRANT,President,,DEM,HILLARY CLINTON | TIM KAINE,18,28,242,288
GRANT,U.S. Senate,,REP,JAMES LANKFORD,100,124,1639,1863
GRANT,U.S. Senate,,LIB,ROBERT T. MURPHY,2,3,42,47
GRANT,U.S. Senate,,DEM,MIKE WORKMAN,18,17,170,205
GRANT,U.S. Senate,,IND,MARK T. BEARD,3,2,34,39
GRANT,U.S. Senate,,IND,SEAN BRADDY,4,1,28,33
GREER,State House,55,REP,TODD RUSS,12,16,182,210
GREER,State House,55,DEM,WAYNE A. WALTERS,7,17,127,151
GREER,U.S. House,3,REP,FRANK D. LUCAS,75,215,1221,1511
GREER,U.S. House,3,DEM,FRANKIE ROBBINS,11,45,299,355
GREER,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,68,213,1201,1482
GREER,President,,LIB,GARY JOHNSON | BILL WELD,3,11,77,91
GREER,President,,DEM,HILLARY CLINTON | TIM KAINE,11,41,271,323
GREER,U.S. Senate,,REP,JAMES LANKFORD,70,209,1187,1466
GREER,U.S. Senate,,LIB,ROBERT T. MURPHY,1,4,39,44
GREER,U.S. Senate,,DEM,MIKE WORKMAN,15,34,268,317
GREER,U.S. Senate,,IND,MARK T. BEARD,0,10,20,30
GREER,U.S. Senate,,IND,SEAN BRADDY,1,4,18,23
HARMON,U.S. House,3,REP,FRANK D. LUCAS,24,119,605,748
HARMON,U.S. House,3,DEM,FRANKIE ROBBINS,8,23,172,203
HARMON,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,20,109,586,715
HARMON,President,,LIB,GARY JOHNSON | BILL WELD,1,6,30,37
HARMON,President,,DEM,HILLARY CLINTON | TIM KAINE,11,32,182,225
HARMON,U.S. Senate,,REP,JAMES LANKFORD,23,119,594,736
HARMON,U.S. Senate,,LIB,ROBERT T. MURPHY,2,2,13,17
HARMON,U.S. Senate,,DEM,MIKE WORKMAN,8,22,156,186
HARMON,U.S. Senate,,IND,MARK T. BEARD,0,0,12,12
HARMON,U.S. Senate,,IND,SEAN BRADDY,0,0,7,7
HARPER,State House,61,REP,CASEY MURDOCK,68,124,1155,1347
HARPER,State House,61,DEM,ASHLEE RENEE ORTIZ,4,15,131,150
HARPER,U.S. House,3,REP,FRANK D. LUCAS,66,120,1169,1355
HARPER,U.S. House,3,DEM,FRANKIE ROBBINS,8,20,114,142
HARPER,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,57,127,1134,1318
HARPER,President,,LIB,GARY JOHNSON | BILL WELD,4,2,41,47
HARPER,President,,DEM,HILLARY CLINTON | TIM KAINE,9,11,114,134
HARPER,U.S. Senate,,REP,JAMES LANKFORD,69,122,1163,1354
HARPER,U.S. Senate,,LIB,ROBERT T. MURPHY,2,5,23,30
HARPER,U.S. Senate,,DEM,MIKE WORKMAN,5,11,81,97
HARPER,U.S. Senate,,IND,MARK T. BEARD,0,2,11,13
HARPER,U.S. Senate,,IND,SEAN BRADDY,0,1,14,15
HASKELL,State House,15,REP,DON HERROLD,48,211,1193,1452
HASKELL,State House,15,DEM,ED CANNADAY,150,474,2625,3249
HASKELL,State Senate,7,REP,LARRY BOGGS,96,426,2404,2926
HASKELL,State Senate,7,DEM,JOEL KERNS,101,251,1419,1771
HASKELL,U.S. House,2,REP,MARKWAYNE MULLIN,119,489,2820,3428
HASKELL,U.S. House,2,DEM,JOSHUA HARRIS-TILL,68,164,812,1044
HASKELL,U.S. House,2,IND,JOHN McCARTHY,15,20,167,202
HASKELL,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,123,527,3051,3701
HASKELL,President,,LIB,GARY JOHNSON | BILL WELD,14,17,124,155
HASKELL,President,,DEM,HILLARY CLINTON | TIM KAINE,65,137,680,882
HASKELL,U.S. Senate,,REP,JAMES LANKFORD,109,482,2777,3368
HASKELL,U.S. Senate,,LIB,ROBERT T. MURPHY,4,4,62,70
HASKELL,U.S. Senate,,DEM,MIKE WORKMAN,81,169,844,1094
HASKELL,U.S. Senate,,IND,MARK T. BEARD,3,10,44,57
HASKELL,U.S. Senate,,IND,SEAN BRADDY,4,7,69,80
HUGHES,State Senate,13,REP,GREG McCORTNEY,66,175,1024,1265
HUGHES,State Senate,13,DEM,ERIC HALL,37,108,613,758
HUGHES,State Senate,7,REP,LARRY BOGGS,77,79,1371,1527
HUGHES,State Senate,7,DEM,JOEL KERNS,35,55,799,889
HUGHES,U.S. House,2,REP,MARKWAYNE MULLIN,137,277,2475,2889
HUGHES,U.S. House,2,DEM,JOSHUA HARRIS-TILL,65,107,934,1106
HUGHES,U.S. House,2,IND,JOHN McCARTHY,15,33,381,429
HUGHES,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,152,322,2914,3388
HUGHES,President,,LIB,GARY JOHNSON | BILL WELD,1,10,166,177
HUGHES,President,,DEM,HILLARY CLINTON | TIM KAINE,66,94,801,961
HUGHES,U.S. Senate,,REP,JAMES LANKFORD,154,311,2914,3379
HUGHES,U.S. Senate,,LIB,ROBERT T. MURPHY,4,5,72,81
HUGHES,U.S. Senate,,DEM,MIKE WORKMAN,49,91,749,889
HUGHES,U.S. Senate,,IND,MARK T. BEARD,4,5,59,68
HUGHES,U.S. Senate,,IND,SEAN BRADDY,8,10,66,84
JACKSON,U.S. House,3,REP,FRANK D. LUCAS,292,1261,4637,6190
JACKSON,U.S. House,3,DEM,FRANKIE ROBBINS,77,279,1145,1501
JACKSON,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,246,1210,4513,5969
JACKSON,President,,LIB,GARY JOHNSON | BILL WELD,34,56,274,364
JACKSON,President,,DEM,HILLARY CLINTON | TIM KAINE,88,292,1093,1473
JACKSON,U.S. Senate,,REP,JAMES LANKFORD,281,1258,4525,6064
JACKSON,U.S. Senate,,LIB,ROBERT T. MURPHY,10,24,181,215
JACKSON,U.S. Senate,,DEM,MIKE WORKMAN,70,226,933,1229
JACKSON,U.S. Senate,,IND,MARK T. BEARD,2,13,89,104
JACKSON,U.S. Senate,,IND,SEAN BRADDY,7,28,109,144
JEFFERSON,State House,50,REP,MARCUS McENTIRE,55,259,1301,1615
JEFFERSON,State House,50,DEM,MELISSA TILLEY,23,102,539,664
JEFFERSON,State Senate,31,REP,CHRIS KIDD,67,345,1630,2042
JEFFERSON,State Senate,31,DEM,PERRY BRINEGAR,14,34,257,305
JEFFERSON,U.S. House,4,REP,TOM COLE,61,301,1520,1882
JEFFERSON,U.S. House,4,LIB,SEVIER WHITE,3,3,38,44
JEFFERSON,U.S. House,4,DEM,CHRISTINA OWEN,17,65,309,391
JEFFERSON,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,60,309,1541,1910
JEFFERSON,President,,LIB,GARY JOHNSON | BILL WELD,4,12,59,75
JEFFERSON,President,,DEM,HILLARY CLINTON | TIM KAINE,18,56,291,365
JEFFERSON,U.S. Senate,,REP,JAMES LANKFORD,57,273,1381,1711
JEFFERSON,U.S. Senate,,LIB,ROBERT T. MURPHY,4,5,37,46
JEFFERSON,U.S. Senate,,DEM,MIKE WORKMAN,17,70,347,434
JEFFERSON,U.S. Senate,,IND,MARK T. BEARD,3,5,39,47
JEFFERSON,U.S. Senate,,IND,SEAN BRADDY,0,11,42,53
JOHNSTON,U.S. House,2,REP,MARKWAYNE MULLIN,76,451,2186,2713
JOHNSTON,U.S. House,2,DEM,JOSHUA HARRIS-TILL,23,150,737,910
JOHNSTON,U.S. House,2,IND,JOHN McCARTHY,7,43,247,297
JOHNSTON,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,76,498,2519,3093
JOHNSTON,President,,LIB,GARY JOHNSON | BILL WELD,4,27,108,139
JOHNSTON,President,,DEM,HILLARY CLINTON | TIM KAINE,26,135,625,786
JOHNSTON,U.S. Senate,,REP,JAMES LANKFORD,72,447,2117,2636
JOHNSTON,U.S. Senate,,LIB,ROBERT T. MURPHY,0,10,83,93
JOHNSTON,U.S. Senate,,DEM,MIKE WORKMAN,26,169,804,999
JOHNSTON,U.S. Senate,,IND,MARK T. BEARD,3,14,71,88
JOHNSTON,U.S. Senate,,IND,SEAN BRADDY,2,8,91,101
KAY,State Senate,19,REP,ROLAND PEDERSON,83,102,1813,1998
KAY,State Senate,19,DEM,RHONDA HARLOW,18,38,502,558
KAY,State Senate,19,IND,WHITNEY HALL,9,7,229,245
KAY,U.S. House,3,REP,FRANK D. LUCAS,583,1085,10937,12605
KAY,U.S. House,3,DEM,FRANKIE ROBBINS,215,347,3334,3896
KAY,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,530,1057,10585,12172
KAY,President,,LIB,GARY JOHNSON | BILL WELD,53,43,797,893
KAY,President,,DEM,HILLARY CLINTON | TIM KAINE,235,352,3151,3738
KAY,U.S. Senate,,REP,JAMES LANKFORD,562,1067,10681,12310
KAY,U.S. Senate,,LIB,ROBERT T. MURPHY,26,23,395,444
KAY,U.S. Senate,,DEM,MIKE WORKMAN,195,300,2650,3145
KAY,U.S. Senate,,IND,MARK T. BEARD,10,29,359,398
KAY,U.S. Senate,,IND,SEAN BRADDY,22,25,375,422
KINGFISHER,State Senate,23,REP,LONNIE PAXTON,18,32,359,409
KINGFISHER,State Senate,23,DEM,LARRY WASSON,2,3,68,73
KINGFISHER,U.S. House,3,REP,FRANK D. LUCAS,205,723,4465,5393
KINGFISHER,U.S. House,3,DEM,FRANKIE ROBBINS,40,85,585,710
KINGFISHER,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,194,687,4275,5156
KINGFISHER,President,,LIB,GARY JOHNSON | BILL WELD,5,20,164,189
KINGFISHER,President,,DEM,HILLARY CLINTON | TIM KAINE,46,108,632,786
KINGFISHER,U.S. Senate,,REP,JAMES LANKFORD,203,727,4393,5323
KINGFISHER,U.S. Senate,,LIB,ROBERT T. MURPHY,3,14,104,121
KINGFISHER,U.S. Senate,,DEM,MIKE WORKMAN,30,70,424,524
KINGFISHER,U.S. Senate,,IND,MARK T. BEARD,5,1,54,60
KINGFISHER,U.S. Senate,,IND,SEAN BRADDY,2,5,88,95
KIOWA,State House,55,REP,TODD RUSS,39,223,733,995
KIOWA,State House,55,DEM,WAYNE A. WALTERS,29,145,482,656
KIOWA,State House,56,REP,CHRIS VERSER,18,23,227,268
KIOWA,State House,56,DEM,DAVID PERRYMAN,21,41,545,607
KIOWA,U.S. House,3,REP,FRANK D. LUCAS,105,376,2306,2787
KIOWA,U.S. House,3,DEM,FRANKIE ROBBINS,40,95,552,687
KIOWA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,92,352,2152,2596
KIOWA,President,,LIB,GARY JOHNSON | BILL WELD,5,13,112,130
KIOWA,President,,DEM,HILLARY CLINTON | TIM KAINE,48,113,606,767
KIOWA,U.S. Senate,,REP,JAMES LANKFORD,100,369,2248,2717
KIOWA,U.S. Senate,,LIB,ROBERT T. MURPHY,2,5,40,47
KIOWA,U.S. Senate,,DEM,MIKE WORKMAN,37,87,511,635
KIOWA,U.S. Senate,,IND,MARK T. BEARD,3,3,24,30
KIOWA,U.S. Senate,,IND,SEAN BRADDY,2,10,42,54
LATIMER,State House,17,REP,PAUL MAREAN,61,198,1462,1721
LATIMER,State House,17,DEM,BRIAN RENEGAR,104,300,1861,2265
LATIMER,State Senate,7,REP,LARRY BOGGS,100,319,2064,2483
LATIMER,State Senate,7,DEM,JOEL KERNS,66,186,1306,1558
LATIMER,U.S. House,2,REP,MARKWAYNE MULLIN,106,360,2414,2880
LATIMER,U.S. House,2,DEM,JOSHUA HARRIS-TILL,52,123,719,894
LATIMER,U.S. House,2,IND,JOHN McCARTHY,6,19,199,224
LATIMER,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,108,373,2619,3100
LATIMER,President,,LIB,GARY JOHNSON | BILL WELD,9,14,136,159
LATIMER,President,,DEM,HILLARY CLINTON | TIM KAINE,50,117,630,797
LATIMER,U.S. Senate,,REP,JAMES LANKFORD,105,359,2339,2803
LATIMER,U.S. Senate,,LIB,ROBERT T. MURPHY,5,6,69,80
LATIMER,U.S. Senate,,DEM,MIKE WORKMAN,52,125,789,966
LATIMER,U.S. Senate,,IND,MARK T. BEARD,1,5,60,66
LATIMER,U.S. Senate,,IND,SEAN BRADDY,1,8,73,82
LEFLORE,State House,1,REP,STEVEN McGOWEN,25,31,668,724
LEFLORE,State House,1,DEM,JOHNNY TADLOCK,19,16,374,409
LEFLORE,State House,15,REP,DON HERROLD,44,157,1057,1258
LEFLORE,State House,15,DEM,ED CANNADAY,29,104,1041,1174
LEFLORE,State House,17,REP,PAUL MAREAN,14,21,407,442
LEFLORE,State House,17,DEM,BRIAN RENEGAR,10,24,338,372
LEFLORE,State House,3,REP,RICK WEST,222,1231,6234,7687
LEFLORE,State House,3,DEM,TROY DYER,127,486,2894,3507
LEFLORE,State House,3,IND,DEWEY HARRISON,50,223,1183,1456
LEFLORE,State Senate,5,REP,JOSEPH W. SILK,77,241,2438,2756
LEFLORE,State Senate,5,DEM,STACEY ALLEN EBERT,56,104,1340,1500
LEFLORE,U.S. House,2,REP,MARKWAYNE MULLIN,366,1635,9742,11743
LEFLORE,U.S. House,2,DEM,JOSHUA HARRIS-TILL,152,484,3232,3868
LEFLORE,U.S. House,2,IND,JOHN McCARTHY,29,140,1056,1225
LEFLORE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,374,1823,11165,13362
LEFLORE,President,,LIB,GARY JOHNSON | BILL WELD,30,53,526,609
LEFLORE,President,,DEM,HILLARY CLINTON | TIM KAINE,150,433,2667,3250
LEFLORE,U.S. Senate,,REP,JAMES LANKFORD,361,1641,9609,11611
LEFLORE,U.S. Senate,,LIB,ROBERT T. MURPHY,18,30,326,374
LEFLORE,U.S. Senate,,DEM,MIKE WORKMAN,146,506,3397,4049
LEFLORE,U.S. Senate,,IND,MARK T. BEARD,10,57,382,449
LEFLORE,U.S. Senate,,IND,SEAN BRADDY,11,26,345,382
LINCOLN,State House,32,REP,KEVIN WALLACE,417,1064,9308,10789
LINCOLN,State House,32,DEM,BILLY HINTON,102,316,2699,3117
LINCOLN,U.S. House,3,REP,FRANK D. LUCAS,427,1112,9681,11220
LINCOLN,U.S. House,3,DEM,FRANKIE ROBBINS,100,271,2368,2739
LINCOLN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,388,1060,9406,10854
LINCOLN,President,,LIB,GARY JOHNSON | BILL WELD,28,68,645,741
LINCOLN,President,,DEM,HILLARY CLINTON | TIM KAINE,110,252,2068,2430
LINCOLN,U.S. Senate,,REP,JAMES LANKFORD,415,1113,9687,11215
LINCOLN,U.S. Senate,,LIB,ROBERT T. MURPHY,16,27,306,349
LINCOLN,U.S. Senate,,DEM,MIKE WORKMAN,71,210,1726,2007
LINCOLN,U.S. Senate,,IND,MARK T. BEARD,11,20,200,231
LINCOLN,U.S. Senate,,IND,SEAN BRADDY,17,20,224,261
LOGAN,State House,31,REP,JASON W. MURPHEY,931,2219,8021,11171
LOGAN,State House,31,DEM,JOHN B. TILLER,369,885,2755,4009
LOGAN,State House,32,REP,KEVIN WALLACE,28,21,209,258
LOGAN,State House,32,DEM,BILLY HINTON,23,27,436,486
LOGAN,State House,33,REP,GREG BABINEC,2,8,93,103
LOGAN,State House,33,LIB,ERIN K. ADAMS,2,2,8,12
LOGAN,State House,33,DEM,CARYL TALLEY,2,6,97,105
LOGAN,U.S. House,3,REP,FRANK D. LUCAS,1108,2575,10832,14515
LOGAN,U.S. House,3,DEM,FRANKIE ROBBINS,397,823,3084,4304
LOGAN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,1007,2434,10192,13633
LOGAN,President,,LIB,GARY JOHNSON | BILL WELD,78,150,870,1098
LOGAN,President,,DEM,HILLARY CLINTON | TIM KAINE,432,849,2967,4248
LOGAN,U.S. Senate,,REP,JAMES LANKFORD,1077,2548,10609,14234
LOGAN,U.S. Senate,,LIB,ROBERT T. MURPHY,40,98,603,741
LOGAN,U.S. Senate,,DEM,MIKE WORKMAN,332,670,2317,3319
LOGAN,U.S. Senate,,IND,MARK T. BEARD,28,46,248,322
LOGAN,U.S. Senate,,IND,SEAN BRADDY,36,65,278,379
LOVE,State House,49,REP,TOMMY C. HARDIN,72,403,2364,2839
LOVE,State House,49,DEM,MICHELLE BRAY,30,113,754,897
LOVE,U.S. House,4,REP,TOM COLE,71,405,2432,2908
LOVE,U.S. House,4,LIB,SEVIER WHITE,2,9,91,102
LOVE,U.S. House,4,DEM,CHRISTINA OWEN,30,104,614,748
LOVE,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,72,400,2450,2922
LOVE,President,,LIB,GARY JOHNSON | BILL WELD,6,25,101,132
LOVE,President,,DEM,HILLARY CLINTON | TIM KAINE,28,94,613,735
LOVE,U.S. Senate,,REP,JAMES LANKFORD,69,373,2158,2600
LOVE,U.S. Senate,,LIB,ROBERT T. MURPHY,2,11,82,95
LOVE,U.S. Senate,,DEM,MIKE WORKMAN,27,106,722,855
LOVE,U.S. Senate,,IND,MARK T. BEARD,3,10,72,85
LOVE,U.S. Senate,,IND,SEAN BRADDY,1,14,69,84
MAJOR,U.S. House,3,REP,FRANK D. LUCAS,126,349,2520,2995
MAJOR,U.S. House,3,DEM,FRANKIE ROBBINS,31,66,267,364
MAJOR,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,118,344,2486,2948
MAJOR,President,,LIB,GARY JOHNSON | BILL WELD,13,22,114,149
MAJOR,President,,DEM,HILLARY CLINTON | TIM KAINE,31,58,221,310
MAJOR,U.S. Senate,,REP,JAMES LANKFORD,128,355,2549,3032
MAJOR,U.S. Senate,,LIB,ROBERT T. MURPHY,3,8,52,63
MAJOR,U.S. Senate,,DEM,MIKE WORKMAN,19,42,165,226
MAJOR,U.S. Senate,,IND,MARK T. BEARD,0,9,28,37
MAJOR,U.S. Senate,,IND,SEAN BRADDY,5,5,37,47
MARSHALL,State House,49,REP,TOMMY C. HARDIN,194,681,3130,4005
MARSHALL,State House,49,DEM,MICHELLE BRAY,46,239,1158,1443
MARSHALL,U.S. House,2,REP,MARKWAYNE MULLIN,190,677,3042,3909
MARSHALL,U.S. House,2,DEM,JOSHUA HARRIS-TILL,40,210,923,1173
MARSHALL,U.S. House,2,IND,JOHN McCARTHY,9,31,307,347
MARSHALL,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,193,712,3301,4206
MARSHALL,President,,LIB,GARY JOHNSON | BILL WELD,7,26,157,190
MARSHALL,President,,DEM,HILLARY CLINTON | TIM KAINE,41,184,871,1096
MARSHALL,U.S. Senate,,REP,JAMES LANKFORD,193,664,2967,3824
MARSHALL,U.S. Senate,,LIB,ROBERT T. MURPHY,7,21,125,153
MARSHALL,U.S. Senate,,DEM,MIKE WORKMAN,35,208,954,1197
MARSHALL,U.S. Senate,,IND,MARK T. BEARD,1,10,113,124
MARSHALL,U.S. Senate,,IND,SEAN BRADDY,4,11,114,129
MAYES,State House,5,REP,JOSH WEST,91,183,2191,2465
MAYES,State House,5,DEM,MATT NOWLIN,45,109,1121,1275
MAYES,State House,8,REP,TOM GANN,174,685,4702,5561
MAYES,State House,8,DEM,DARRELL L. MOORE,191,637,3707,4535
MAYES,State Senate,1,REP,MICHEAL BERGSTROM,159,348,3522,4029
MAYES,State Senate,1,DEM,JOHN L. MYERS,87,240,1907,2234
MAYES,State Senate,3,REP,WAYNE SHAW,54,184,1905,2143
MAYES,State Senate,3,DEM,RHONDA COX,45,109,1259,1413
MAYES,U.S. House,2,REP,MARKWAYNE MULLIN,375,1300,9861,11536
MAYES,U.S. House,2,DEM,JOSHUA HARRIS-TILL,168,415,2655,3238
MAYES,U.S. House,2,IND,JOHN McCARTHY,35,87,769,891
MAYES,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,364,1271,9920,11555
MAYES,President,,LIB,GARY JOHNSON | BILL WELD,36,59,644,739
MAYES,President,,DEM,HILLARY CLINTON | TIM KAINE,179,478,2766,3423
MAYES,U.S. Senate,,REP,JAMES LANKFORD,381,1288,9637,11306
MAYES,U.S. Senate,,LIB,ROBERT T. MURPHY,18,30,298,346
MAYES,U.S. Senate,,DEM,MIKE WORKMAN,162,431,2816,3409
MAYES,U.S. Senate,,IND,MARK T. BEARD,6,20,255,281
MAYES,U.S. Senate,,IND,SEAN BRADDY,10,30,259,299
MCCLAIN,State House,20,REP,BOBBY CLEVELAND,408,403,4722,5533
MCCLAIN,State House,20,DEM,MATT FAILING,115,134,1401,1650
MCCLAIN,State House,42,REP,TIM DOWNING,267,697,4938,5902
MCCLAIN,State House,42,DEM,LIZ GEORGE,144,261,2215,2620
MCCLAIN,State House,51,REP,SCOTT R. BIGGS,45,32,706,783
MCCLAIN,State House,51,DEM,CHARLES L. MURDOCK,23,10,171,204
MCCLAIN,State Senate,43,REP,PAUL SCOTT,717,1126,10533,12376
MCCLAIN,State Senate,43,DEM,LEAH POLLAN,275,400,3615,4290
MCCLAIN,U.S. House,4,REP,TOM COLE,778,1214,11408,13400
MCCLAIN,U.S. House,4,LIB,SEVIER WHITE,27,52,598,677
MCCLAIN,U.S. House,4,DEM,CHRISTINA OWEN,199,278,2275,2752
MCCLAIN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,751,1206,11212,13169
MCCLAIN,President,,LIB,GARY JOHNSON | BILL WELD,42,59,694,795
MCCLAIN,President,,DEM,HILLARY CLINTON | TIM KAINE,214,280,2400,2894
MCCLAIN,U.S. Senate,,REP,JAMES LANKFORD,797,1215,11422,13434
MCCLAIN,U.S. Senate,,LIB,ROBERT T. MURPHY,18,29,394,441
MCCLAIN,U.S. Senate,,DEM,MIKE WORKMAN,168,241,1979,2388
MCCLAIN,U.S. Senate,,IND,MARK T. BEARD,11,28,199,238
MCCLAIN,U.S. Senate,,IND,SEAN BRADDY,19,33,309,361
MCCURTAIN,State House,1,REP,STEVEN McGOWEN,136,362,3433,3931
MCCURTAIN,State House,1,DEM,JOHNNY TADLOCK,234,802,5682,6718
MCCURTAIN,State Senate,5,REP,JOSEPH W. SILK,185,489,4439,5113
MCCURTAIN,State Senate,5,DEM,STACEY ALLEN EBERT,183,672,4686,5541
MCCURTAIN,U.S. House,2,REP,MARKWAYNE MULLIN,261,810,6583,7654
MCCURTAIN,U.S. House,2,DEM,JOSHUA HARRIS-TILL,76,275,1691,2042
MCCURTAIN,U.S. House,2,IND,JOHN McCARTHY,26,51,632,709
MCCURTAIN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,288,896,7472,8656
MCCURTAIN,President,,LIB,GARY JOHNSON | BILL WELD,11,28,229,268
MCCURTAIN,President,,DEM,HILLARY CLINTON | TIM KAINE,72,248,1482,1802
MCCURTAIN,U.S. Senate,,REP,JAMES LANKFORD,261,762,6307,7330
MCCURTAIN,U.S. Senate,,LIB,ROBERT T. MURPHY,6,25,176,207
MCCURTAIN,U.S. Senate,,DEM,MIKE WORKMAN,79,296,1946,2321
MCCURTAIN,U.S. Senate,,IND,MARK T. BEARD,3,15,173,191
MCCURTAIN,U.S. Senate,,IND,SEAN BRADDY,15,32,279,326
MCINTOSH,State House,13,REP,AVERY CARL FRIX,44,77,1405,1526
MCINTOSH,State House,13,DEM,WAYNE HERRIMAN,28,50,809,887
MCINTOSH,State House,15,REP,DON HERROLD,66,140,829,1035
MCINTOSH,State House,15,DEM,ED CANNADAY,45,173,993,1211
MCINTOSH,U.S. House,2,REP,MARKWAYNE MULLIN,211,500,4630,5341
MCINTOSH,U.S. House,2,DEM,JOSHUA HARRIS-TILL,63,236,1792,2091
