county,office,district,party,candidate,absentee,early,election_day,votes
STEPHENS,State Senate,31,DEM,PERRY BRINEGAR,55,135,958,1148
STEPHENS,State Senate,43,REP,PAUL SCOTT,416,869,8942,10227
STEPHENS,State Senate,43,DEM,LEAH POLLAN,168,280,2782,3230
STEPHENS,U.S. House,4,REP,TOM COLE,609,1282,12533,14424
STEPHENS,U.S. House,4,LIB,SEVIER WHITE,20,39,465,524
STEPHENS,U.S. House,4,DEM,CHRISTINA OWEN,176,293,2448,2917
STEPHENS,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,563,1260,12359,14182
STEPHENS,President,,LIB,GARY JOHNSON | BILL WELD,38,47,551,636
STEPHENS,President,,DEM,HILLARY CLINTON | TIM KAINE,205,319,2562,3086
STEPHENS,U.S. Senate,,REP,JAMES LANKFORD,596,1280,12226,14102
STEPHENS,U.S. Senate,,LIB,ROBERT T. MURPHY,13,18,297,328
STEPHENS,U.S. Senate,,DEM,MIKE WORKMAN,167,276,2337,2780
STEPHENS,U.S. Senate,,IND,MARK T. BEARD,12,18,282,312
STEPHENS,U.S. Senate,,IND,SEAN BRADDY,12,21,268,301
TEXAS,State House,61,REP,CASEY MURDOCK,211,715,3681,4607
TEXAS,State House,61,DEM,ASHLEE RENEE ORTIZ,44,195,909,1148
TEXAS,U.S. House,3,REP,FRANK D. LUCAS,206,752,3866,4824
TEXAS,U.S. House,3,DEM,FRANKIE ROBBINS,49,152,715,916
TEXAS,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,192,731,3698,4621
TEXAS,President,,LIB,GARY JOHNSON | BILL WELD,22,39,240,301
TEXAS,President,,DEM,HILLARY CLINTON | TIM KAINE,45,149,664,858
TEXAS,U.S. Senate,,REP,JAMES LANKFORD,194,717,3615,4526
TEXAS,U.S. Senate,,LIB,ROBERT T. MURPHY,11,32,181,224
TEXAS,U.S. Senate,,DEM,MIKE WORKMAN,43,137,589,769
TEXAS,U.S. Senate,,IND,MARK T. BEARD,3,9,87,99
TEXAS,U.S. Senate,,IND,SEAN BRADDY,3,13,116,132
TILLMAN,State House,63,REP,JEFF COODY,54,309,1490,1853
TILLMAN,State House,63,DEM,RANDY BATT,34,128,669,831
TILLMAN,State Senate,31,REP,CHRIS KIDD,57,337,1483,1877
TILLMAN,State Senate,31,DEM,PERRY BRINEGAR,28,97,659,784
TILLMAN,U.S. House,4,REP,TOM COLE,64,365,1649,2078
TILLMAN,U.S. House,4,LIB,SEVIER WHITE,0,9,43,52
TILLMAN,U.S. House,4,DEM,CHRISTINA OWEN,22,65,468,555
TILLMAN,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,55,332,1557,1944
TILLMAN,President,,LIB,GARY JOHNSON | BILL WELD,4,19,82,105
TILLMAN,President,,DEM,HILLARY CLINTON | TIM KAINE,27,96,534,657
TILLMAN,U.S. Senate,,REP,JAMES LANKFORD,57,350,1534,1941
TILLMAN,U.S. Senate,,LIB,ROBERT T. MURPHY,1,7,39,47
TILLMAN,U.S. Senate,,DEM,MIKE WORKMAN,25,70,482,577
TILLMAN,U.S. Senate,,IND,MARK T. BEARD,2,3,43,48
TILLMAN,U.S. Senate,,IND,SEAN BRADDY,1,8,47,56
TULSA,State House,16,REP,SCOTT FETGATTER,11,1,135,147
TULSA,State House,16,DEM,RONNIE KELL,4,1,32,37
TULSA,State House,23,REP,TERRY O'DONNELL,170,151,3230,3551
TULSA,State House,23,DEM,KEITH WELCH SR.,95,163,2568,2826
TULSA,State House,29,REP,KYLE HILBERT,60,41,1023,1124
TULSA,State House,29,DEM,MACY GLEASON,38,22,625,685
TULSA,State House,36,REP,SEAN ROBERTS,191,140,3161,3492
TULSA,State House,36,DEM,CATHY ROSS,56,59,1107,1222
TULSA,State House,66,REP,JADINE NOLLAN,452,461,8465,9378
TULSA,State House,66,DEM,DIANNA PHILLIPS,240,381,3846,4467
TULSA,State House,67,REP,SCOTT McEACHIN,1147,1363,11441,13951
TULSA,State House,67,LIB,ZAC DAVIS,43,66,778,887
TULSA,State House,67,DEM,LORI DECTER WRIGHT,441,670,4163,5274
TULSA,State House,69,REP,CHUCK STROHM,979,960,11565,13504
TULSA,State House,69,DEM,PAUL SULLIVAN,502,508,4790,5800
TULSA,State House,70,REP,CAROL BUSH,931,710,9940,11581
TULSA,State House,70,LIB,TAMARA MORTON,59,60,959,1078
TULSA,State House,70,DEM,JOE JENNINGS,550,664,5407,6621
TULSA,State House,71,REP,KATIE HENKE,640,554,6837,8031
TULSA,State House,71,DEM,MILLIE HARDESTY YORK,461,602,5336,6399
TULSA,State House,73,REP,LELAND COLE,48,116,794,958
TULSA,State House,73,DEM,REGINA GOODWIN,504,1100,5962,7566
TULSA,State House,74,REP,DALE DERBY,506,339,7166,8011
TULSA,State House,74,DEM,JERI MOBERLY,319,229,3784,4332
TULSA,State House,75,REP,DAN KIRBY,449,491,6686,7626
TULSA,State House,75,DEM,KAREN GADDIS,259,448,4471,5178
TULSA,State House,76,REP,DAVID BRUMBAUGH,669,742,10037,11448
TULSA,State House,76,DEM,GLENDA K PUETT,322,510,4547,5379
TULSA,State House,78,REP,MOLLY McKAY,417,372,6071,6860
TULSA,State House,78,LIB,EUGENE BELL,34,47,860,941
TULSA,State House,78,DEM,MELOYDE BLANCETT,549,652,6282,7483
TULSA,State House,79,REP,WELDON WATSON,689,701,7852,9242
TULSA,State House,79,IND,TERESA MARLER,322,463,4163,4948
TULSA,State House,80,REP,MIKE RITZE,690,710,10516,11916
TULSA,State House,80,DEM,TOM BATES,371,385,4554,5310
TULSA,State Senate,25,REP,JOE NEWHOUSE,1931,2153,24278,28362
TULSA,State Senate,25,DEM,ROBERT FOUNDS,742,1035,8621,10398
TULSA,State Senate,33,REP,NATHAN DAHM,1340,1448,20299,23087
TULSA,State Senate,33,DEM,KIMBERLY FOBBS,729,995,9404,11128
TULSA,State Senate,35,REP,GARY STANISLAWSKI,1606,1538,16593,19737
TULSA,State Senate,35,LIB,FRANK GROVE,727,963,9000,10690
TULSA,State Senate,37,REP,DAN NEWBERRY,957,928,15786,17671
TULSA,State Senate,37,DEM,LLOYD W. SNOW,676,843,11210,12729
TULSA,State Senate,37,IND,SHAWN W KETCHER,46,43,1236,1325
TULSA,State Senate,39,REP,DAVE RADER,1453,1213,16336,19002
TULSA,State Senate,39,DEM,JOHN WALDRON,1213,1486,14094,16793
TULSA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,8544,8756,126958,144258
TULSA,President,,LIB,GARY JOHNSON | BILL WELD,860,759,13330,14949
TULSA,President,,DEM,HILLARY CLINTON | TIM KAINE,6144,8183,73520,87847
TULSA,U.S. Senate,,REP,JAMES LANKFORD,9669,9464,135273,154406
TULSA,U.S. Senate,,LIB,ROBERT T. MURPHY,383,480,7332,8195
TULSA,U.S. Senate,,DEM,MIKE WORKMAN,4928,6960,60462,72350
TULSA,U.S. Senate,,IND,MARK T. BEARD,176,271,4371,4818
TULSA,U.S. Senate,,IND,SEAN BRADDY,378,438,5623,6439
WAGONER,State House,12,REP,KEVIN McDUGLE,353,984,7461,8798
WAGONER,State House,12,DEM,DARLA MILLIGAN,229,667,4800,5696
WAGONER,State House,16,REP,SCOTT FETGATTER,109,143,1883,2135
WAGONER,State House,16,DEM,RONNIE KELL,27,56,695,778
WAGONER,State House,23,REP,TERRY O'DONNELL,32,7,500,539
WAGONER,State House,23,DEM,KEITH WELCH SR.,10,2,238,250
WAGONER,State House,8,REP,TOM GANN,38,10,657,705
WAGONER,State House,8,DEM,DARRELL L. MOORE,11,12,178,201
WAGONER,State House,80,REP,MIKE RITZE,71,65,1044,1180
WAGONER,State House,80,DEM,TOM BATES,18,24,320,362
WAGONER,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,1045,1928,20032,23005
WAGONER,President,,LIB,GARY JOHNSON | BILL WELD,79,108,1385,1572
WAGONER,President,,DEM,HILLARY CLINTON | TIM KAINE,401,685,5637,6723
WAGONER,U.S. Senate,,REP,JAMES LANKFORD,1096,1954,19989,23039
WAGONER,U.S. Senate,,LIB,ROBERT T. MURPHY,32,49,759,840
WAGONER,U.S. Senate,,DEM,MIKE WORKMAN,357,632,5048,6037
WAGONER,U.S. Senate,,IND,MARK T. BEARD,16,32,506,554
WAGONER,U.S. Senate,,IND,SEAN BRADDY,23,28,544,595
WASHINGTON,State House,10,REP,TRAVIS DUNLAP,269,781,6394,7444
WASHINGTON,State House,10,DEM,ERIC EPPERSON,115,281,2040,2436
WASHINGTON,State Senate,29,REP,JULIE DANIELS,658,2172,12193,15023
WASHINGTON,State Senate,29,DEM,ROBERT JOBE,338,1101,5584,7023
WASHINGTON,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,643,2146,13036,15825
WASHINGTON,President,,LIB,GARY JOHNSON | BILL WELD,64,193,1094,1351
WASHINGTON,President,,DEM,HILLARY CLINTON | TIM KAINE,308,957,3783,5048
WASHINGTON,U.S. Senate,,REP,JAMES LANKFORD,692,2342,13411,16445
WASHINGTON,U.S. Senate,,LIB,ROBERT T. MURPHY,28,78,515,621
WASHINGTON,U.S. Senate,,DEM,MIKE WORKMAN,260,745,3218,4223
WASHINGTON,U.S. Senate,,IND,MARK T. BEARD,12,60,412,484
WASHINGTON,U.S. Senate,,IND,SEAN BRADDY,16,62,331,409
WASHITA,State House,55,REP,TODD RUSS,139,304,2426,2869
WASHITA,State House,55,DEM,WAYNE A. WALTERS,65,188,1502,1755
WASHITA,U.S. House,3,REP,FRANK D. LUCAS,166,415,3425,4006
WASHITA,U.S. House,3,DEM,FRANKIE ROBBINS,38,75,484,597
WASHITA,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,153,406,3295,3854
WASHITA,President,,LIB,GARY JOHNSON | BILL WELD,11,16,162,189
WASHITA,President,,DEM,HILLARY CLINTON | TIM KAINE,42,71,475,588
WASHITA,U.S. Senate,,REP,JAMES LANKFORD,161,406,3318,3885
WASHITA,U.S. Senate,,LIB,ROBERT T. MURPHY,3,5,69,77
WASHITA,U.S. Senate,,DEM,MIKE WORKMAN,35,72,421,528
WASHITA,U.S. Senate,,IND,MARK T. BEARD,4,4,64,72
WASHITA,U.S. Senate,,IND,SEAN BRADDY,1,6,47,54
WOODS,U.S. House,3,REP,FRANK D. LUCAS,146,571,2384,3101
WOODS,U.S. House,3,DEM,FRANKIE ROBBINS,28,107,367,502
WOODS,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,133,540,2274,2947
WOODS,President,,LIB,GARY JOHNSON | BILL WELD,10,24,165,199
WOODS,President,,DEM,HILLARY CLINTON | TIM KAINE,36,125,361,522
WOODS,U.S. Senate,,REP,JAMES LANKFORD,134,562,2344,3040
WOODS,U.S. Senate,,LIB,ROBERT T. MURPHY,5,14,80,99
WOODS,U.S. Senate,,DEM,MIKE WORKMAN,30,94,280,404
WOODS,U.S. Senate,,IND,MARK T. BEARD,5,11,32,48
WOODS,U.S. Senate,,IND,SEAN BRADDY,1,7,45,53
WOODWARD,State House,61,REP,CASEY MURDOCK,2,3,115,120
WOODWARD,State House,61,DEM,ASHLEE RENEE ORTIZ,0,1,23,24
WOODWARD,U.S. House,3,REP,FRANK D. LUCAS,243,1314,4994,6551
WOODWARD,U.S. House,3,DEM,FRANKIE ROBBINS,38,186,702,926
WOODWARD,President,,REP,DONALD J. TRUMP | MICHAEL R. PENCE,228,1281,4838,6347
WOODWARD,President,,LIB,GARY JOHNSON | BILL WELD,13,43,319,375
WOODWARD,President,,DEM,HILLARY CLINTON | TIM KAINE,43,198,632,873
WOODWARD,U.S. Senate,,REP,JAMES LANKFORD,238,1282,4881,6401
WOODWARD,U.S. Senate,,LIB,ROBERT T. MURPHY,2,28,146,176
WOODWARD,U.S. Senate,,DEM,MIKE WORKMAN,38,165,551,754
WOODWARD,U.S. Senate,,IND,MARK T. BEARD,3,20,93,116
WOODWARD,U.S. Senate,,IND,SEAN BRADDY,0,19,85,104
