county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
TULSA,State Representative,ROSS FORD,Republican,720458,0,0,82,82,76
TULSA,State Representative,JESS GUTHRIE,Republican,720458,0,0,2,2,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720458,0,0,68,68,76
TULSA,State Representative,CLIFF JOHNS,Republican,720458,0,0,16,16,76
TULSA,State Representative,FORREST MAYER,Democratic,720458,0,0,38,38,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720458,0,0,35,35,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720462,0,0,65,65,76
TULSA,State Representative,ROSS FORD,Republican,720462,0,0,43,43,76
TULSA,State Representative,JESS GUTHRIE,Republican,720462,0,0,1,1,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720462,0,0,78,78,76
TULSA,State Representative,CLIFF JOHNS,Republican,720462,0,0,29,29,76
TULSA,State Representative,FORREST MAYER,Democratic,720462,0,0,24,24,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720462,0,0,23,23,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720463,0,0,34,34,76
TULSA,State Representative,ROSS FORD,Republican,720463,0,0,18,18,76
TULSA,State Representative,JESS GUTHRIE,Republican,720463,0,0,2,2,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720463,0,0,25,25,76
TULSA,State Representative,CLIFF JOHNS,Republican,720463,0,0,21,21,76
TULSA,State Representative,FORREST MAYER,Democratic,720463,0,0,16,16,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720463,0,0,8,8,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720465,0,0,35,35,76
TULSA,State Representative,ROSS FORD,Republican,720465,0,0,55,55,76
TULSA,State Representative,JESS GUTHRIE,Republican,720465,0,0,0,0,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720465,0,0,29,29,76
TULSA,State Representative,CLIFF JOHNS,Republican,720465,0,0,11,11,76
TULSA,State Representative,FORREST MAYER,Democratic,720465,0,0,16,16,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720465,0,0,12,12,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720468,0,0,78,78,76
TULSA,State Representative,ROSS FORD,Republican,720468,0,0,76,76,76
TULSA,State Representative,JESS GUTHRIE,Republican,720468,0,0,2,2,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720468,0,0,90,90,76
TULSA,State Representative,CLIFF JOHNS,Republican,720468,0,0,21,21,76
TULSA,State Representative,FORREST MAYER,Democratic,720468,0,0,25,25,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720468,0,0,19,19,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720470,0,0,34,34,76
TULSA,State Representative,ROSS FORD,Republican,720470,0,0,64,64,76
TULSA,State Representative,JESS GUTHRIE,Republican,720470,0,0,1,1,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720470,0,0,67,67,76
TULSA,State Representative,CLIFF JOHNS,Republican,720470,0,0,20,20,76
TULSA,State Representative,FORREST MAYER,Democratic,720470,0,0,13,13,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720470,0,0,63,63,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720471,0,0,35,35,76
TULSA,State Representative,ROSS FORD,Republican,720471,0,0,55,55,76
TULSA,State Representative,JESS GUTHRIE,Republican,720471,0,0,0,0,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720471,0,0,48,48,76
TULSA,State Representative,CLIFF JOHNS,Republican,720471,0,0,4,4,76
TULSA,State Representative,FORREST MAYER,Democratic,720471,0,0,4,4,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720471,0,0,8,8,76
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,720474,0,0,79,79,76
TULSA,State Representative,ROSS FORD,Republican,720474,0,0,86,86,76
TULSA,State Representative,JESS GUTHRIE,Republican,720474,0,0,3,3,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,720474,0,0,43,43,76
TULSA,State Representative,CLIFF JOHNS,Republican,720474,0,0,28,28,76
TULSA,State Representative,FORREST MAYER,Democratic,720474,0,0,30,30,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,720474,0,0,42,42,76
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,720705,0,0,32,32,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,720705,0,0,5,5,
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,720706,0,0,49,49,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,720706,0,0,7,7,
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,720707,0,0,14,14,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,720707,0,0,0,0,
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,720708,0,0,10,10,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,720708,0,0,1,1,
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,720710,0,0,0,0,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,720710,0,0,0,0,
TULSA,State Representative,SHELLEY BRUMBAUGH,Republican,729999,18,6,0,24,76
TULSA,State Representative,ROSS FORD,Republican,729999,19,4,0,23,76
TULSA,State Representative,JESS GUTHRIE,Republican,729999,3,0,0,3,76
TULSA,State Representative,BRIAN ELLIOTT,Republican,729999,22,5,0,27,76
TULSA,State Representative,CLIFF JOHNS,Republican,729999,8,2,0,10,76
TULSA,State Representative,FORREST MAYER,Democratic,729999,7,2,0,9,76
TULSA,State Representative,CHRIS VanLANDINGHAM,Democratic,729999,8,2,0,10,76
TULSA,PROPOSITION CITY OF GLENPOOL,FOR THE PROPOSITION - YES,,729999,12,0,0,12,
TULSA,PROPOSITION CITY OF GLENPOOL,AGAINST THE PROPOSITION - NO,,729999,4,0,0,4,
